07:15,40,0111111
08:05,40,0111111
08:55,40,0111111
09:50,40,0111111
10:40,40,0111111
07:00,80,1000000
08:30,80,1000000
10:00,80,1000000
13:45,40,0111110
14:40,40,0111110
15:30,40,0111110
16:20,40,0111110
12:40,80,0000001
14:10,80,0000001
15:40,80,0000001
18:00,50,0010100
18:55,50,0010100
18:00,90,1101011
19:00,45,1101011
20:00,80,1111111
21:00,40,1111111
